Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Included / International,Price / International,Compare At Price / International,Status
rare-3pc-khadar-cutwork-embroidered-shirt-with-kashmiri-jacquard-wool-shawl-bic-1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/WhatsAppImage2024-11-27at5.30.26PM_1.webp?v=1738326766,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-3pc-khadar-cutwork-embroidered-shirt-with-kashmiri-jacquard-wool-shawl-bic-1505,Rare-3Pc Khadar Cutwork Embroidered Shirt With Kashmiri Jacquard Wool Shawl-1502,"<ul>
<li>
<div class=""product__description rte quick-add-hidden"">
<p>Slub Khadar Cutwork Embroidered</p>
<p>Slub Khadar Sleeves</p>
<p>Slub Khadar Embroidered Back</p>
<p>Kashmiri Jacquard Pure Wool Shawl</p>
<p>Slub Khadar Embroidered Trouser</p>
</div>
</li>
</ul> This rare-3pc khadar cutwork embroidered shirt with kashmiri jacquard wool shawl-1502 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"Brandsinn Design, CUTWORK, EMBROIDERED, JACQUARD, KASHMIRI, KHADAR, Lawn Luxe 2025, Organza, RARE-3PC, SHAWL-1502, SHIRT, WITH, WOOL",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4999.00,9000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/hcdjhwud.webp?v=1738326767,1,"An elegant rare-3pc khadar cutwork embroidered shirt with kashmiri jacquard wool shawl-1502, perfect for Pakistani fashion and trending events.",false,RARE-3PC KHADAR CUTWORK EMBROIDERED SHIRT WITH KASHMIRI JACQUARD WOOL SHAWL-1502 Price in Pakistan,"Discover the latest RARE-3PC KHADAR CUTWORK EMBROIDERED SHIRT WITH KASHMIRI JACQUARD WOOL SHAWL-1502 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
rare-3pc-khadar-cutwork-embroidered-shirt-with-kashmiri-jacquard-wool-shawl-bic-1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/WhatsAppImage2024-11-27at5.30.23PM_1.webp?v=1738326767,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-3pc-khadar-cutwork-embroidered-shirt-with-kashmiri-jacquard-wool-shawl-bic-1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/WhatsAppImage2024-11-27at5.30.24PM.webp?v=1738326767,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-3pc-khadar-cutwork-embroidered-shirt-with-kashmiri-jacquard-wool-shawl-bic-1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/WhatsAppImage2024-11-27at5.30.22PM.webp?v=1738326768,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-embroidred-trouser-adr-3376,Rare 2Pc Dhanak Embroidred Shirt With Dhanak Embroidred Trouser-3376,"<div class=""product__description rte quick-add-hidden"">
<p>Dhanak Embroidered Shirt<br><br>Dhanak Embroidered Sleeves<br><br><span data-mce-fragment=""1"">Dhanak Embroidered <span> </span></span>Trouser<br></p>
<p><span>Dhanak Back</span></p>
</div> This rare 2pc dhanak embroidred shirt with dhanak embroidred trouser-3376 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"2PC, Brandsinn Design, DHANAK, EMBROIDRED, Organza, RARE, Seasonal Favorites, SHIRT, TROUSER-3376, WITH",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,3299.00,6000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/GFBFGF.webp?v=1738326769,1,"An elegant rare 2pc dhanak embroidred shirt with dhanak embroidred trouser-3376, perfect for Pakistani fashion and trending events.",false,RARE 2PC DHANAK EMBROIDRED SHIRT WITH DHANAK EMBROIDRED TROUSER-3376 Price in Pakistan,"Discover the latest RARE 2PC DHANAK EMBROIDRED SHIRT WITH DHANAK EMBROIDRED TROUSER-3376 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
rare-2pc-dhanak-embroidred-shirt-with-dhanak-embroidred-trouser-adr-3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN05910.webp?v=1738326769,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-embroidred-trouser-adr-3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN05898.webp?v=1738326769,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-embroidred-trouser-adr-3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN05842.webp?v=1738326769,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-embroidred-trouser-adr-3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN05854.webp?v=1738326769,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-embroidred-trouser-adr-3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN05909.webp?v=1738326769,6,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-trouser-bic-3379,Rare-2Pc Dhanak Embroidred Shirt With Dhanak Trouser-3379,"<div class=""product__description rte quick-add-hidden"">
<ul>
<li>Dhanak Embroidered Shirt<br>
</li>
<li>Dhanak Embroidered Sleeves<br><span data-mce-fragment=""1""></span>
</li>
<li>
<span data-mce-fragment=""1"">Dhanak<span> </span></span>Trouser<br>
</li>
<li><span>Dhanak Back</span></li>
<li>
<span>Unstitched 2pc Dress</span><br>
</li>
</ul>
</div> This rare-2pc dhanak embroidred shirt with dhanak trouser-3379 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"Bridal & Beyond, DHANAK, EMBROIDRED, Organza, RARE-2PC, Seasonal Favorites, SHIRT, TROUSER-3379, WITH",true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,3299.00,7000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/bxbaxl.webp?v=1738326770,1,"An elegant rare-2pc dhanak embroidred shirt with dhanak trouser-3379, perfect for Pakistani fashion and trending events.",false,RARE-2PC DHANAK EMBROIDRED SHIRT WITH DHANAK TROUSER-3379 Price in Pakistan,"Discover the latest RARE-2PC DHANAK EMBROIDRED SHIRT WITH DHANAK TROUSER-3379 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
rare-2pc-dhanak-embroidred-shirt-with-dhanak-trouser-bic-3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC03900.webp?v=1738326770,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-trouser-bic-3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC03907_74d5bee2-a1c2-4e9b-9b55-8d7381c2b421.webp?v=1738326770,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-trouser-bic-3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC03940.webp?v=1738326771,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-trouser-bic-3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC03941.webp?v=1738326771,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-trouser-bic-3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC03957.webp?v=1738326771,6,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-trouser-bic-3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC03976_43f62216-4860-4e20-8faa-9a328fb8c057.webp?v=1738326771,7,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidred-shirt-with-dhanak-trouser-bic-3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/DSC03977_571f4c35-5d47-4153-a9d0-18d25da92068.webp?v=1738326771,8,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-bic-3338,Rare 2Pc Dhanak Embroidered Shirt With Dhanak Embroidered Trouser-3338,"<div class=""product__description rte quick-add-hidden"">
<ul>
<li data-mce-fragment=""1"">Dhanak Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Embroidered Border</span></li>
<li data-mce-fragment=""1"">Dhanak Embroidered Sleeves<br>
</li>
<li data-mce-fragment=""1"">Dhanak Trouser</li>
<li data-mce-fragment=""1"">Dhanak Back</li>
<li data-mce-fragment=""1"">Unstitched 2PC Dress<br>
</li>
</ul>
</div> This rare 2pc dhanak embroidered shirt with dhanak embroidered trouser-3338 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"2PC, Designer Picks, Dhanak, Embroidered, Lawn Luxe 2025, RARE, Seasonal Favorites, Shirt, Trouser-3338, With",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,3299.00,6000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/146_1800x1800_38226a33-7458-49f6-8862-f3b94424f91e.webp?v=1738326773,1,"An elegant rare 2pc dhanak embroidered shirt with dhanak embroidered trouser-3338, perfect for Pakistani fashion and trending events.",false,RARE 2PC Dhanak Embroidered Shirt With Dhanak Embroidered Trouser-3338 Price in Pakistan,"Discover the latest RARE 2PC Dhanak Embroidered Shirt With Dhanak Embroidered Trouser-3338 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-bic-3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/147_1800x1800_e0e7c355-38d5-4eed-bbcc-cbab3bd7798e.webp?v=1738326773,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-bic-3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/144_1800x1800_891145f4-d58f-48a7-a625-1c2bd3eebf0c.webp?v=1738326773,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-bic-3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/149_1800x1800_6ecd4ece-31f6-46db-ba92-f9ecb77fce09.webp?v=1738326773,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-bic-3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/142_1800x1800_c14008b1-8865-4f92-8f10-b517b4551224.webp?v=1738326773,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-bic-3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/147_1cce457e-1701-4946-826e-2d53f5818f4a_1800x1800_1.webp?v=1738326773,6,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-bic-3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/143_1800x1800_e69046f3-8ad9-489f-95b0-76cac1b870ba.webp?v=1738326773,7,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-bic-3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/148_1800x1800_7abe499a-168a-4499-b35a-cdf3b35deb36.webp?v=1738326773,8,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
afsanah-3pc-dhanak-embroidered-shirt-with-couture-printed-shawl-trouser-3323,Rare-3Pc Dhanak Embroidered Shirt With Couture Printed Shawl & Trouser-3323,"<ul data-mce-fragment=""1"">
<li>Dhanak Embroidered Shirt</li>
<li>Embroidered Neckline</li>
<li>Dhanak Embroidered Sleeves<br>
</li>
<li>Dyed Dhanak Back Side</li>
<li>Dyed Dhanak Trouser</li>
<li>Unstitched 3pc Dress<br>
</li>
</ul>",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,AFSANAH,true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,3999.00,6000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1O9A7785.webp?v=1738326774,1,"",false,,,5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
afsanah-3pc-dhanak-embroidered-shirt-with-couture-printed-shawl-trouser-3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1O9A7815.webp?v=1738326774,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
afsanah-3pc-dhanak-embroidered-shirt-with-couture-printed-shawl-trouser-3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1O9A7827.webp?v=1738326775,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
afsanah-3pc-dhanak-embroidered-shirt-with-couture-printed-shawl-trouser-3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1O9A7822.webp?v=1738326775,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
afsanah-3pc-dhanak-embroidered-shirt-with-couture-printed-shawl-trouser-3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1O9A7805.webp?v=1738326775,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
afsanah-3pc-dhanak-embroidered-shirt-with-couture-printed-shawl-trouser-3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/1O9A7794.webp?v=1738326775,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,Rare-2Pc Dhanak Embroidered Shirt With Dhanak Emb Trouser-3327,"<ul data-mce-fragment=""1"">
<li>Dhanak Embroidered Shirt</li>
<li>Embroidered Neckline</li>
<li>Dhanak Embroidered Sleeves</li>
<li>Dhanak Embroidered Trouser</li>
<li>Unstitched 2pc Dress<br>
</li>
</ul> This rare-2pc dhanak embroidered shirt with dhanak emb trouser-3327 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"Designer Picks, DHANAK, EMB, EMBROIDERED, Lawn Luxe 2025, RARE-2PC, SHIRT, Summer New Arrival, TROUSER-3327, WITH",true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,3299.00,6000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02884_7ae27a9c-62b9-40bc-b909-9a0dfa082f0c.webp?v=1738326776,1,"An elegant rare-2pc dhanak embroidered shirt with dhanak emb trouser-3327, perfect for Pakistani fashion and trending events.",false,RARE-2PC DHANAK EMBROIDERED SHIRT WITH DHANAK EMB TROUSER-3327 Price in Pakistan,"Discover the latest RARE-2PC DHANAK EMBROIDERED SHIRT WITH DHANAK EMB TROUSER-3327 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,adult,,,,,,,,,,,kg,,,true,,,true,,,active
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02933.webp?v=1738326776,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02960copy.webp?v=1738326776,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02956copy.webp?v=1738326776,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02950copy.webp?v=1738326776,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02936copy.webp?v=1738326776,6,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02920copy.webp?v=1738326776,7,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02906copy.webp?v=1738326776,8,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-emb-trouser-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/CBN02888copy_f45d7a7b-aa7c-48d4-85cf-65c094098a65.webp?v=1738326777,9,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-3339,Rare 2Pc Dhanak Embroidered Shirt With Dhanak Embroidered Trouser-3339,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Dhanak Embroidered Shirt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Embroidered Border</span></li>
<li data-mce-fragment=""1"">Dhanak Embroidered Sleeves<br>
</li>
<li data-mce-fragment=""1"">Dhanak Trouser</li>
<li data-mce-fragment=""1"">Dhanak Back</li>
<li data-mce-fragment=""1"">Unstitched 2PC Dress<br>
</li>
</ul> This rare 2pc dhanak embroidered shirt with dhanak embroidered trouser-3339 is a timeless addition to your wardrobe. It features exquisite embroidery and high-quality fabrics, perfect for both casual and formal wear.",RARE STORE,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,clothing,"2PC, Brandsinn Design, Dhanak, Embroidered, Lawn Luxe 2025, RARE, Shirt, Summer New Arrival, Trouser-3339, With",true,Title,Default Title,,,,,,,,,0.0,,-2,deny,manual,3299.00,6000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/137_1800x1800_deda1c98-6cce-4088-8bae-6c8f1d6e33dd.webp?v=1738326778,1,"An elegant rare 2pc dhanak embroidered shirt with dhanak embroidered trouser-3339, perfect for Pakistani fashion and trending events.",false,RARE 2PC Dhanak Embroidered Shirt With Dhanak Embroidered Trouser-3339 Price in Pakistan,"Discover the latest RARE 2PC Dhanak Embroidered Shirt With Dhanak Embroidered Trouser-3339 for every occasion. Stylish, premium-quality Pakistani outfits available now!",5388,,,,,,,,,,,,,kg,,,true,,,true,,,active
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/135_1800x1800_f0f4fb2f-77f1-43a1-9716-01b719ddd172.webp?v=1738326778,2,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/136_1800x1800_2afeacb4-4f30-46f7-a173-5846aa7a68d3.webp?v=1738326778,3,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/135_e93e2909-1634-4c73-af86-5932a5e40ddc_1800x1800_1.webp?v=1738326778,4,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/138_1800x1800_0223849e-517a-45c5-97ff-384513e6097a.webp?v=1738326778,5,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/141_1800x1800_df0418aa-263d-48ae-889b-b537bcdd0304.webp?v=1738326778,6,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/139_1800x1800_d10aef9a-431d-4902-9438-2d2868b87425.webp?v=1738326778,7,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-2pc-dhanak-embroidered-shirt-with-dhanak-embroidered-trouser-3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/140_1800x1800_2d6d030b-56f2-4217-8382-644fd4508fb6.webp?v=1738326778,8,"An elegant latest design, perfect for Pakistani fashion and trending events.",,,,,,,,,,,,,,,,,,,,,,,,,,
rare-3pc-dhanak-embroidered-shirt-with-wool-print-shawl-trouser-3392,Rare- 3Pc Dhanak Embroidered Shirt With Wool Print Shawl & Trouser-3392,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Dhanak Embroidered Shirt<br data-mce-fragment=""1"">
</li>
<li data-mce-fragment=""1"">Dhanak Embroidered Sleeves</li>
<li data-mce-fragment=""1"">Couture Wool  Print Shawl</li>
<li data-mce-fragment=""1"">Dyed Dhanak Trouser</li>
<li data-mce-fragment=""1"">Dyed Dhanak BackSide</li>
<li data-mce-fragment=""1"">Unstitched 3pc Dress</li>
</ul>",RARE STORE,Uncategorized,clothing,SAPPHIRE,true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,3999.00,8000.00,true,false,,https://cdn.shopify.com/s/files/1/0898/2898/3148/files/2_cd2fa746-bdef-41a6-b0ac-d4fe383ffef6.webp?v=1738326779,1,"",false,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
